,Exclusion Code,D,G,Galaxy ID,m-M,err,D (Mpc),Method,REFCODE,SN ID,redshift (z),Hubble const.,Adopted LMC modulus,Date (Yr. - 1980),Notes
168779,,123147,48291,FGC 1073,35.81,,145.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
168780,,123148,48291,FGC 1073,35.96,,155.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
168831,,123199,48341,UGC 05672,30.28,,11.4,Tully-Fisher,2013AJ....145..101K,,,,,33,
168853,,123221,48353,IC 2574,25.62,,1.33,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
168854,,123222,48353,IC 2574,26.4,,1.91,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
168855,,123223,48353,IC 2574,26.8,,2.29,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
168856,R,123224,48353,IC 2574,27.0,,2.51,Tully-Fisher,2006sf2a.conf..365V,,,,,26,LEDA [April 2006]
168858,,123226,48353,IC 2574,27.26,,2.83,Tully-Fisher,1983ApJ...275..430V,,,74.3,,3,
168859,,123227,48353,IC 2574,27.3,,2.88,Tully-Fisher,1980ApJ...237..655A,,,,,0,IR
168894,,123262,48380,UGC 05675,32.18,,27.3,Tully-Fisher,2015AstBu..70....1K,,,,,35,
168923,,123291,48407,UGC 05677,31.68,,21.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
168924,,123292,48407,UGC 05677,31.7,,21.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
168925,,123293,48407,UGC 05677,31.72,,22.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
168926,,123294,48407,UGC 05677,31.73,,22.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
168965,,123333,48440,VIII Zw 081,32.15,,26.9,Tully-Fisher,2015AstBu..70....1K,,,,,35,
169013,,123381,48464,NGC 3258,33.27,,45.1,Comp. Secondary: Tully-Fisher,2001ApJ...553...47F,,,71.0,,21,"GClstr ABELL S0636 BCG 1 of 2, 100 gxys"
169040,,123408,48476,SDSS J102855.73+095141.7,30.34,,11.7,Tully-Fisher,2015AstBu..70....1K,,,,,35,
169077,,123445,48497,NGC 3261,31.57,,20.6,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,Diameter
169110,,123478,48523,AGC 749315,31.66,,21.5,Tully-Fisher,2013AJ....145..101K,,,,,33,
169131,,123499,48542,UGC 05687,33.41,,48.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
169132,,123500,48542,UGC 05687,33.42,,48.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
169133,,123501,48542,UGC 05687,33.42,,48.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
169134,,123502,48542,UGC 05687,33.48,,49.8,Tully-Fisher,2000BSAO...50....5K,,,,,20,
169164,,123532,48561,NGC 3254,31.52,,20.1,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
169402,,123759,48722,NGC 3268,33.27,,45.1,Comp. Secondary: Tully-Fisher,2001ApJ...553...47F,,,71.0,,21,"GClstr ABELL S0636 BCG 2 of 2, 100 gxys"
169451,,123808,48742,ABELL S0636,33.27,,45.1,Tully-Fisher,2001ApJ...553...47F,,,71.0,,21,"GClstr ABELL S0636, 100 gxys"
169481,,123838,48769,UGC 05698,34.72,,87.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
169482,,123839,48769,UGC 05698,34.72,,88.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
169483,,123840,48769,UGC 05698,34.73,,88.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
169506,,123863,48790,UGC 05704,36.45,,195.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
169507,,123864,48790,UGC 05704,36.45,,195.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
169508,,123865,48790,UGC 05704,36.47,,197.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
169509,,123866,48790,UGC 05704,36.54,,203.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
169602,,123959,48864,UGC 05699,35.62,,133.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
169603,,123960,48864,UGC 05699,35.63,,134.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
169604,,123961,48864,UGC 05699,35.65,,135.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
169605,,123962,48864,UGC 05699,35.66,,135.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
169646,,124003,48898,LV J1030+0607,29.46,,7.8,Tully-Fisher,2013AJ....145..101K,,,,,33,
169658,,124015,48906,UGC 05689,33.82,,58.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
169659,,124016,48906,UGC 05689,33.83,,58.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
169660,,124017,48906,UGC 05689,33.84,,58.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
169694,,124051,48939,SDSS J103052.91+122647.9,30.09,,10.4,Tully-Fisher,2013AJ....145..101K,,,,,33,
169778,,124135,49017,UGC 05708,31.34,,18.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
169779,,124136,49017,UGC 05708,31.34,,18.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
169780,,124137,49017,UGC 05708,31.34,,18.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
169781,,124138,49017,UGC 05708,31.37,,18.8,Tully-Fisher,2000BSAO...50....5K,,,,,20,
169785,,124142,49017,UGC 05708,31.64,,21.3,Tully-Fisher,2015AstBu..70....1K,,,,,35,
169884,,124241,49092,CGCG 037-063,35.78,,143.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
169885,,124242,49092,CGCG 037-063,35.8,,145.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
169886,,124243,49092,CGCG 037-063,35.82,,146.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
169887,,124244,49092,CGCG 037-063,35.84,,147.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
169980,,124337,49149,2MASXi J1031407+135004,32.68,,34.3,Tully-Fisher,2015AstBu..70....1K,,,,,35,
170234,,124591,49365,UGC 05720,33.14,,42.5,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
170235,,124592,49365,UGC 05720,33.39,,47.6,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
170236,,124593,49365,UGC 05720,33.88,,59.7,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
170249,,124606,49375,NGC 3259,31.55,,20.4,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
170252,,124609,49375,NGC 3259,31.59,,20.8,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
170253,,124610,49375,NGC 3259,31.59,,20.8,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
170254,,124611,49375,NGC 3259,31.69,,21.8,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
170441,,124797,49507,ESO 501- G 011,34.32,,73.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
170442,,124798,49507,ESO 501- G 011,34.33,,73.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
170443,,124799,49507,ESO 501- G 011,34.33,,73.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
170444,,124800,49507,ESO 501- G 011,34.39,,75.6,Tully-Fisher,2000BSAO...50....5K,,,,,20,
170767,,125123,49789,NGC 3252,31.79,,22.8,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,Diameter
170861,,125217,49857,NGC 3279,33.38,,47.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
170862,,125218,49857,NGC 3279,33.4,,47.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
170863,,125219,49857,NGC 3279,33.4,,47.9,Tully-Fisher,2000BSAO...50....5K,,,,,20,
170864,,125220,49857,NGC 3279,33.41,,48.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
171097,,125429,50000,UGCA 212,27.45,,3.09,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,Diameter
171100,,125432,50000,UGCA 212,29.23,,7.01,Tully-Fisher,2013AJ....145..101K,,,,,33,
171332,,125664,50189,NGC 3294,31.21,,17.5,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
171342,,125674,50189,NGC 3294,32.23,,27.9,Tully-Fisher,2002ApJ...565..681R,,,,,22,B
171415,,125742,50222,NGC 3299,31.06,,16.3,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,Diameter
171562,,125889,50312,NGC 3311,33.83,,58.3,Comp. Secondary: Tully-Fisher,2001ApJ...553...47F,,,71.0,,21,"GClstr Hydra Cluster BCG 1 of 1, 50 gxys"
171656,,125983,50359,ESO 437- G 014,32.53,,32.1,Tully-Fisher,2002ApJ...565..681R,,,,,22,B
171657,,125984,50359,ESO 437- G 014,32.53,,32.1,Tully-Fisher,2002ApJ...565..681R,,,,,22,I
171693,,126020,50370,CGCG 065-067,35.91,,152.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
171694,,126021,50370,CGCG 065-067,35.92,,153.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
171695,,126022,50370,CGCG 065-067,35.95,,155.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
171771,,126098,50432,NGC 3306,32.87,,37.5,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
171876,,126203,50495,UGC 05775,35.17,,108.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
171877,,126204,50495,UGC 05775,35.18,,109.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
171878,,126205,50495,UGC 05775,35.18,,109.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
171906,,126233,50519,FGC 125A,31.99,,25.0,Tully-Fisher,2015AstBu..70....1K,,,,,35,
171979,,126298,50555,ESO 437- G 016,35.23,,111.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
171980,,126299,50555,ESO 437- G 016,35.24,,112.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
171981,,126300,50555,ESO 437- G 016,35.25,,112.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
172002,,126321,50571,UGC 05778,35.31,,115.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
172003,,126322,50571,UGC 05778,35.33,,116.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
172004,,126323,50571,UGC 05778,35.34,,117.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
172005,,126324,50571,UGC 05778,35.35,,117.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
172048,,126367,50608,ESO 437- G 018,33.71,,55.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
172049,,126368,50608,ESO 437- G 018,33.71,,55.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
172050,,126369,50608,ESO 437- G 018,33.72,,55.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
172054,,126373,50608,ESO 437- G 018,33.78,,57.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
172158,,126477,50675,CGCG 065-074,32.81,,36.5,Tully-Fisher,2015AstBu..70....1K,,,,,35,
172171,,126490,50686,ESO 214- G 016,34.27,,71.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
172172,,126491,50686,ESO 214- G 016,34.28,,71.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
172173,,126492,50686,ESO 214- G 016,34.3,,72.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
172340,,126659,50821,NGC 3310,30.17,,10.8,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
172346,R,126665,50821,NGC 3310,31.8,,22.9,Tully-Fisher,2006sf2a.conf..365V,,,,,26,LEDA [April 2006]
172360,,126679,50833,FGC 1111,35.04,,102.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
172361,,126680,50833,FGC 1111,35.08,,104.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
172362,,126681,50833,FGC 1111,35.09,,104.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
172363,,126682,50833,FGC 1111,35.1,,105.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
172441,,126760,50886,AGC 208397,32.09,,26.2,Tully-Fisher,2013AJ....145..101K,,,,,33,
172521,,126840,50930,NGC 3319,29.97,,9.86,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
172524,R,126843,50930,NGC 3319,30.36,,11.8,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
172527,R,126846,50930,NGC 3319,30.56,,12.9,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
172735,,127046,51040,NGC 3320,32.05,,25.7,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
172854,,127161,51115,UGC 05802,35.38,,119.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
172856,,127163,51115,UGC 05802,35.39,,120.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
172857,,127164,51115,UGC 05802,35.39,,120.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
172858,,127165,51115,UGC 05802,35.4,,120.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
172920,,127227,51155,AGC 208399,31.6,,20.9,Tully-Fisher,2013AJ....145..101K,,,,,33,
172957,,127264,51181,NGC 3347A,32.61,,33.3,Tully-Fisher,2002ApJ...565..681R,,,,,22,B
172961,,127268,51181,NGC 3347A,32.77,,35.8,Tully-Fisher,2002ApJ...565..681R,,,,,22,I
173162,R,127450,51310,ESO 501- G 075,33.22,,44.1,Tully-Fisher,2005Ap&SS.299..405R,,,,,25,"B, Hubble-type-TF"
173316,,127604,51426,UGC 05809,33.83,,58.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
173317,,127605,51426,UGC 05809,33.85,,58.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
173318,,127606,51426,UGC 05809,33.87,,59.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
173319,,127607,51426,UGC 05809,33.92,,60.9,Tully-Fisher,2000BSAO...50....5K,,,,,20,
173323,,127611,51429,UGC 05815,34.89,,95.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
173324,,127612,51429,UGC 05815,34.91,,95.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
173325,,127613,51429,UGC 05815,34.92,,96.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
173326,,127614,51429,UGC 05815,34.95,,97.8,Tully-Fisher,2000BSAO...50....5K,,,,,20,
173561,,127849,51619,SDSS J104226.50+135725.7,31.22,,17.5,Tully-Fisher,2015AstBu..70....1K,,,,,35,
173685,,127971,51710,NGC 3347,32.39,,30.1,Tully-Fisher,2002ApJ...565..681R,,,,,22,I
173688,,127974,51710,NGC 3347,32.57,,32.7,Tully-Fisher,2002ApJ...565..681R,,,,,22,B
173698,,127984,51717,UGC 05832,31.35,,18.6,Tully-Fisher,2015AstBu..70....1K,,,,,35,
173700,,127986,51718,ESO 568- G 023,33.59,,52.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
173701,,127987,51718,ESO 568- G 023,33.62,,52.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
173702,,127988,51718,ESO 568- G 023,33.62,,53.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
173703,,127989,51718,ESO 568- G 023,33.69,,54.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
173766,,128052,51781,CGCG 065-090,31.29,,18.1,Tully-Fisher,2015AstBu..70....1K,,,,,35,
173769,,128055,51784,UGC 05833,29.35,,7.41,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
173864,,128150,51864,ESO 376- G 016,29.26,,7.11,Tully-Fisher,2013AJ....145..101K,,,,,33,
173942,,128228,51923,ESO 437- G 054,34.0,,63.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
173943,,128229,51923,ESO 437- G 054,34.01,,63.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
173944,,128230,51923,ESO 437- G 054,34.02,,63.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
173951,,128237,51923,ESO 437- G 054,34.36,,74.4,Tully-Fisher,2000BSAO...50....5K,,,,,20,
174019,,128305,51967,ESO 318- G 004,32.39,,30.1,Tully-Fisher,2002ApJ...565..681R,,,,,22,B
174026,,128312,51967,ESO 318- G 004,32.68,,34.4,Tully-Fisher,2002ApJ...565..681R,,,,,22,I
174122,R,128408,51994,MESSIER 095,29.84,,9.29,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
174127,R,128413,51994,MESSIER 095,30.08,,10.4,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
174135,R,128421,51994,MESSIER 095,30.53,,12.8,Tully-Fisher,2006sf2a.conf..365V,,,,,26,LEDA [April 2006]
174270,,128540,52082,ESO 437- G 056,33.19,,43.5,Tully-Fisher,2002ApJ...565..681R,,,,,22,I
174279,,128549,52082,ESO 437- G 056,33.69,,54.7,Tully-Fisher,2002ApJ...565..681R,,,,,22,B
174435,,128699,52194,SDSS J104457.30+115459.0,30.27,,11.3,Tully-Fisher,2015AstBu..70....1K,,,,,35,
174438,,128702,52197,SDSS J1044+0353,33.55,,51.2,Tully-Fisher,2014A&A...562A..49M,,,,,34,
174475,,128739,52234,UGC 05861,34.6,,83.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
174476,,128740,52234,UGC 05861,34.61,,83.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
174477,,128741,52234,UGC 05861,34.61,,83.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
174479,,128743,52234,UGC 05861,34.66,,85.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
174529,,128788,52272,FGC 1130,34.59,,82.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
174530,,128789,52272,FGC 1130,34.61,,83.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
174531,,128790,52272,FGC 1130,34.61,,83.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
174532,,128791,52272,FGC 1130,34.66,,85.5,Tully-Fisher,2000BSAO...50....5K,,,,,20,
174540,,128799,52280,ESO 569- G 003,33.89,,59.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
174541,,128800,52280,ESO 569- G 003,33.9,,60.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
174542,,128801,52280,ESO 569- G 003,33.91,,60.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
174543,,128802,52280,ESO 569- G 003,33.99,,62.9,Tully-Fisher,2000BSAO...50....5K,,,,,20,
174700,,128958,52417,NGC 3365,31.3,,18.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
174701,,128959,52417,NGC 3365,31.3,,18.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
174702,,128960,52417,NGC 3365,31.31,,18.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
174706,,128964,52417,NGC 3365,31.37,,18.8,Tully-Fisher,2000BSAO...50....5K,,,,,20,
174731,,128989,52436,ESO 006- G 008,32.64,,33.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
174732,,128990,52436,ESO 006- G 008,32.65,,33.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
174733,,128991,52436,ESO 006- G 008,32.66,,34.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
174789,,129047,52485,NGC 3359,30.39,,12.0,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
174903,R,129161,52517,MESSIER 096,30.25,,11.2,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
174906,R,129164,52517,MESSIER 096,30.31,,11.5,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
174917,R,129175,52517,MESSIER 096,30.99,,15.8,Tully-Fisher,2006sf2a.conf..365V,,,,,26,LEDA [April 2006]
174962,,129212,52554,UGC 05879,34.18,,68.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
174964,,129214,52554,UGC 05879,34.2,,69.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
174965,,129215,52554,UGC 05879,34.21,,69.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
174966,,129216,52554,UGC 05879,34.31,,72.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
175201,,129437,52677,ESO 318- G 013,29.06,,6.49,Tully-Fisher,2013AJ....145..101K,,,,,33,
175593,,129817,52874,FGC 1136,30.3,,11.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
175594,,129818,52874,FGC 1136,30.41,,12.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
175595,,129819,52874,FGC 1136,30.48,,12.5,Tully-Fisher,2000BSAO...50....5K,,,,,20,
175596,,129820,52874,FGC 1136,30.49,,12.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
175647,,129866,52916,MRK 1263,32.67,,34.2,Tully-Fisher,2015AstBu..70....1K,,,,,35,
175659,,129873,52919,CGCG 066-024,32.92,,38.4,Tully-Fisher,2015AstBu..70....1K,,,,,35,
175689,,129903,52948,UGC 05923,31.74,,22.3,Tully-Fisher,2013AJ....145..101K,,,,,33,
175738,,129951,52987,CGCG 066-029,30.76,,14.2,Tully-Fisher,2015AstBu..70....1K,,,,,35,
175877,,130089,53116,NGC 3395,29.99,,9.95,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
175880,,130092,53116,NGC 3395,30.28,,11.4,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
175881,,130093,53116,NGC 3395,30.85,,14.8,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
175894,,130106,53123,AGC 205313,30.41,,12.1,Tully-Fisher,2015AstBu..70....1K,,,,,35,
175946,,130158,53174,SDSS J105001.78+134705.1,31.41,,19.1,Tully-Fisher,2015AstBu..70....1K,,,,,35,
176006,,130209,53216,UGC 05943,31.43,,19.3,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
176079,,130282,53281,UGC 05945,31.79,,22.8,Tully-Fisher,2015AstBu..70....1K,,,,,35,
176103,,130306,53299,UGC 05947,30.09,,10.4,Tully-Fisher,2015AstBu..70....1K,,,,,35,
176133,,130336,53328,UGC 05948,32.1,,26.3,Tully-Fisher,2015AstBu..70....1K,,,,,35,
176265,,130456,53408,UGC 05951,34.67,,85.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
176266,,130457,53408,UGC 05951,34.7,,86.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
176267,,130458,53408,UGC 05951,34.71,,87.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
176268,,130459,53408,UGC 05951,34.81,,91.5,Tully-Fisher,2000BSAO...50....5K,,,,,20,
176340,,130530,53463,NGC 3423,31.45,,19.5,Tully-Fisher,2015AstBu..70....1K,,,,,35,
176361,,130551,53473,NGC 3414,31.47,,19.7,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
176362,,130552,53473,NGC 3414,31.49,,19.9,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
176363,,130553,53473,NGC 3414,31.5,,20.0,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
176373,,130563,53479,NGC 3419,33.98,,62.5,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
176386,,130576,53490,NGC 3419A,33.52,,50.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
176387,,130577,53490,NGC 3419A,33.52,,50.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
176388,,130578,53490,NGC 3419A,33.53,,50.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
176389,,130579,53490,NGC 3419A,33.59,,52.2,Tully-Fisher,2000BSAO...50....5K,,,,,20,
176396,,130586,53492,NGC 3413,30.4,,12.0,Tully-Fisher,2013AJ....145..101K,,,,,33,
176412,,130602,53506,MCG -02-28-016,33.47,,49.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
176413,,130603,53506,MCG -02-28-016,33.47,,49.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
176414,,130604,53506,MCG -02-28-016,33.49,,49.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
176419,,130609,53509,UGCA 221,31.71,,22.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
176421,,130611,53509,UGCA 221,31.93,,24.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
176422,,130612,53509,UGCA 221,31.94,,24.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
176423,,130613,53509,UGCA 221,31.94,,24.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
176474,,130661,53535,HIPASS J1051+03,31.82,,23.1,Tully-Fisher,2015AstBu..70....1K,,,,,35,
176487,,130674,53543,ESO 376- G 023,34.47,,78.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
176488,,130675,53543,ESO 376- G 023,34.48,,78.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
176489,,130676,53543,ESO 376- G 023,34.49,,78.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
176490,,130677,53543,ESO 376- G 023,34.5,,79.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
